,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Item_Outlet_Sales
3130,NCK29,5.615,Low Fat,0.126024084,Health and Hygiene,124.573,OUT045,2002,Medium,Tier 2,Supermarket Type1,1985.675142900272
3131,NCR53,12.15,LF,0.145335007,Health and Hygiene,224.9404,OUT045,2002,Medium,Tier 2,Supermarket Type1,3537.0307760220944
3132,FDE26,12.695633368756642,Low Fat,0.088574755,Canned,145.4786,OUT027,1985,Medium,Tier 3,Supermarket Type3,3762.3648480308334
3133,FDU52,7.56,Low Fat,0.063870008,Frozen Foods,154.563,OUT049,1999,Medium,Tier 1,Supermarket Type1,2463.19017605123
3134,FDE41,12.695633368756642,Regular,0.063704181,Frozen Foods,83.6566,OUT027,1985,Medium,Tier 3,Supermarket Type3,2837.2493707104018
3135,FDU38,10.8,Low Fat,0.08288617,Dairy,189.9504,OUT018,2009,Medium,Tier 3,Supermarket Type2,2738.191410656406
3136,FDA52,16.2,Regular,0.129148687,Frozen Foods,176.337,OUT017,2007,Medium,Tier 2,Supermarket Type1,2843.794498641511
3137,FDW46,13.0,Regular,0.070301658,Snack Foods,65.5484,OUT046,1997,Small,Tier 1,Supermarket Type1,1153.294079165481
3138,DRI59,9.5,Low Fat,0.0,Hard Drinks,225.0088,OUT035,2004,Small,Tier 2,Supermarket Type1,3629.2505408984066
3139,FDT38,18.7,Low Fat,0.057526565,Dairy,85.2566,OUT035,2004,Small,Tier 2,Supermarket Type1,1453.4676092712034
3140,FDL33,7.235,Low Fat,0.100369729,Snack Foods,196.9452,OUT018,2009,Medium,Tier 3,Supermarket Type2,2850.2595442051747
3141,FDQ01,12.695633368756642,Regular,0.159923438,Canned,253.0014,OUT027,1985,Medium,Tier 3,Supermarket Type3,5452.221382034702
3142,FDJ08,11.1,Low Fat,0.110672104,Fruits and Vegetables,191.1846,OUT046,1997,Small,Tier 1,Supermarket Type1,3077.4988577375893
3143,FDQ47,7.155,Regular,0.168447861,Breads,35.8874,OUT049,1999,Medium,Tier 1,Supermarket Type1,564.0800416319316
3144,NCZ18,7.825,Low Fat,0.185913021,Household,252.4698,OUT013,1987,High,Tier 3,Supermarket Type1,3967.3882574729582
3145,FDE29,8.905,Low Fat,0.143938721,Frozen Foods,60.3878,OUT017,2007,Medium,Tier 2,Supermarket Type1,972.3820805656337
3146,FDF10,12.695633368756642,Regular,0.156168446,Snack Foods,146.7418,OUT027,1985,Medium,Tier 3,Supermarket Type3,3800.426704492415
3147,FDC48,9.195,Low Fat,0.015883951,Baking Goods,83.4592,OUT049,1999,Medium,Tier 1,Supermarket Type1,1362.4123394410244
3148,FDY58,11.65,Low Fat,0.039885362,Snack Foods,228.9694,OUT013,1987,High,Tier 3,Supermarket Type1,3659.278381014719
3149,NCX30,16.7,Low Fat,0.0,Household,247.5776,OUT010,1998,Medium,Tier 3,Grocery Store,2071.8472920797562
3150,FDV11,9.1,Regular,0.081599833,Breads,176.8054,OUT013,1987,High,Tier 3,Supermarket Type1,2817.6526214565106
3151,FDT46,11.35,Low Fat,0.030807134,Snack Foods,49.4008,OUT046,1997,Small,Tier 1,Supermarket Type1,883.3087520721206
3152,DRD01,12.695633368756642,Regular,0.107110465,Soft Drinks,55.6614,OUT019,1985,Small,Tier 1,Grocery Store,-1010.2493330886509
3153,FDQ11,5.695,Regular,0.067644586,Breads,256.5988,OUT013,1987,High,Tier 3,Supermarket Type1,4071.5160501777796
3154,NCM41,16.5,Low Fat,0.035857676,Health and Hygiene,92.512,OUT017,2007,Medium,Tier 2,Supermarket Type1,1539.0024805191788
3155,NCC55,10.695,Low Fat,0.063710075,Household,36.4848,OUT013,1987,High,Tier 3,Supermarket Type1,629.0002261827117
3156,FDG45,12.695633368756642,Low Fat,0.127416049,Fruits and Vegetables,214.2902,OUT027,1985,Medium,Tier 3,Supermarket Type3,4843.986805214396
3157,NCQ54,17.7,Low Fat,0.0,Household,167.7474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2732.3696807180654
3158,FDM34,19.0,Low Fat,0.067584358,Snack Foods,129.7626,OUT045,2002,Medium,Tier 2,Supermarket Type1,2123.1464552312473
3159,FDD17,12.695633368756642,Low Fat,0.057125581,Frozen Foods,237.8906,OUT019,1985,Small,Tier 1,Grocery Store,1872.5369959883933
3160,FDN38,12.695633368756642,Regular,0.091526478,Canned,250.0408,OUT027,1985,Medium,Tier 3,Supermarket Type3,5434.310908264217
3161,FDB53,13.35,Low Fat,0.0,Frozen Foods,148.4392,OUT018,2009,Medium,Tier 3,Supermarket Type2,2130.490424418574
3162,NCL06,14.65,Low Fat,0.072053007,Household,262.3594,OUT035,2004,Small,Tier 2,Supermarket Type1,4246.228179140415
3163,NCV18,12.695633368756642,Low Fat,0.184271924,Household,82.725,OUT019,1985,Small,Tier 1,Grocery Store,-602.3672701210982
3164,FDX25,16.7,Low Fat,0.0,Canned,182.4292,OUT013,1987,High,Tier 3,Supermarket Type1,2936.8064790407293
3165,FDB39,11.6,Low Fat,0.038518959,Dairy,55.3272,OUT046,1997,Small,Tier 1,Supermarket Type1,957.8419488057152
3166,FDC33,8.96,Regular,0.06904552,Fruits and Vegetables,197.3768,OUT049,1999,Medium,Tier 1,Supermarket Type1,3176.1783224261058
3167,NCO14,9.6,Low Fat,0.029764629,Household,44.4086,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.3141716366533
3168,FDA58,12.695633368756642,Low Fat,0.103248816,Snack Foods,237.3932,OUT027,1985,Medium,Tier 3,Supermarket Type3,5217.59130547198
3169,NCQ02,12.6,Low Fat,0.00749864,Household,186.4556,OUT017,2007,Medium,Tier 2,Supermarket Type1,3034.586686728018
3170,NCR53,12.15,Low Fat,0.14586127,Health and Hygiene,227.0404,OUT017,2007,Medium,Tier 2,Supermarket Type1,3599.5783412381647
3171,FDN52,9.395,Regular,0.131569883,Frozen Foods,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,1465.6032035063126
3172,FDG26,18.85,Low Fat,0.042649853,Canned,256.633,OUT046,1997,Small,Tier 1,Supermarket Type1,4132.158420703929
3173,FDE23,12.695633368756642,Regular,0.052923474,Starchy Foods,46.706,OUT027,1985,Medium,Tier 3,Supermarket Type3,2239.7807937761195
3174,DRI37,15.85,Low Fat,0.107508339,Soft Drinks,59.1904,OUT013,1987,High,Tier 3,Supermarket Type1,932.2053823190713
3175,DRH37,17.6,Low Fat,0.041785884,Soft Drinks,166.0526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2369.9438288332044
3176,FDO01,21.1,Regular,0.020714738,Breakfast,127.7994,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.7194049901727
3177,FDK45,11.65,Low Fat,0.033910827,Seafood,113.886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1817.969620387918
3178,FDP23,6.71,Low Fat,0.035642187,Breads,217.6166,OUT049,1999,Medium,Tier 1,Supermarket Type1,3445.3599714985817
3179,FDM33,15.6,Low Fat,0.087703106,Snack Foods,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.1551074873364
3180,FDD36,13.3,Low Fat,0.021393893,Baking Goods,119.8124,OUT017,2007,Medium,Tier 2,Supermarket Type1,1959.2837767189385
3181,FDL56,14.1,Low Fat,0.126492074,Fruits and Vegetables,85.3198,OUT017,2007,Medium,Tier 2,Supermarket Type1,1390.8238802399333
3182,FDT27,11.395,Regular,0.116474658,Meat,236.0616,OUT010,1998,Medium,Tier 3,Grocery Store,1833.0604464167031
3183,FDG52,13.65,Low Fat,0.066002079,Frozen Foods,44.2402,OUT017,2007,Medium,Tier 2,Supermarket Type1,759.7035205951706
3184,NCL42,18.85,Low Fat,0.040363971,Household,244.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,3978.683260293466
3185,DRJ24,11.8,low fat,0.113329224,Soft Drinks,185.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,3016.5055070736794
3186,FDV38,19.25,Low Fat,0.101773845,Dairy,52.8956,OUT046,1997,Small,Tier 1,Supermarket Type1,906.8611799844343
3187,FDT35,19.85,Regular,0.081620573,Breads,169.7816,OUT045,2002,Medium,Tier 2,Supermarket Type1,2748.0488262699596
3188,FDY51,12.5,Low Fat,0.081299369,Meat,219.0798,OUT045,2002,Medium,Tier 2,Supermarket Type1,3486.9797308946413
3189,FDC37,15.5,Low Fat,0.033059299,Baking Goods,105.7938,OUT017,2007,Medium,Tier 2,Supermarket Type1,1738.0116957448463
3190,NCP43,17.75,Low Fat,0.030481663,Others,181.666,OUT013,1987,High,Tier 3,Supermarket Type1,2912.471729920218
3191,FDO33,14.75,Low Fat,0.089503609,Snack Foods,112.2518,OUT045,2002,Medium,Tier 2,Supermarket Type1,1831.1392147344127
3192,FDW04,8.985,Regular,0.058062665,Frozen Foods,130.831,OUT018,2009,Medium,Tier 3,Supermarket Type2,1851.3833179579774
3193,NCC31,8.02,Low Fat,0.019870463,Household,154.9972,OUT046,1997,Small,Tier 1,Supermarket Type1,2548.30448265444
3194,FDK22,9.8,Low Fat,0.026127057,Snack Foods,216.385,OUT049,1999,Medium,Tier 1,Supermarket Type1,3465.014277775081
3195,FDJ50,8.645,Low Fat,0.021708103,Canned,54.5982,OUT017,2007,Medium,Tier 2,Supermarket Type1,925.6886719883114
3196,FDV13,17.35,Regular,0.027767045,Canned,88.9856,OUT017,2007,Medium,Tier 2,Supermarket Type1,1508.9841106866988
3197,DRL60,8.52,Low Fat,0.027212419,Soft Drinks,151.8682,OUT017,2007,Medium,Tier 2,Supermarket Type1,2430.840918639328
3198,FDW03,5.63,Regular,0.024680092,Meat,103.7306,OUT017,2007,Medium,Tier 2,Supermarket Type1,1715.1649320647612
3199,FDY27,6.38,Low Fat,0.031892144,Dairy,177.7344,OUT035,2004,Small,Tier 2,Supermarket Type1,2895.6073791318145
3200,FDB39,12.695633368756642,Low Fat,0.03833243,Dairy,54.3272,OUT027,1985,Medium,Tier 3,Supermarket Type3,2351.6475605801
3201,FDU59,5.78,Low Fat,0.0965817,Breads,162.4552,OUT045,2002,Medium,Tier 2,Supermarket Type1,2571.6661428793936
3202,FDZ57,10.0,Regular,0.0,Snack Foods,129.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2137.3304785500254
3203,FDO21,11.6,Regular,0.0097782,Snack Foods,225.1404,OUT049,1999,Medium,Tier 1,Supermarket Type1,3642.4525571940935
3204,FDS43,11.65,Low Fat,0.0,Fruits and Vegetables,187.724,OUT018,2009,Medium,Tier 3,Supermarket Type2,2754.8622858795748
3205,FDU28,19.2,Regular,0.157200063,Frozen Foods,189.3214,OUT010,1998,Medium,Tier 3,Grocery Store,1107.6220017449718
3206,FDC51,10.895,Regular,0.016105023,Dairy,121.773,OUT010,1998,Medium,Tier 3,Grocery Store,84.63385053157526
3207,FDW16,17.35,Regular,0.069419362,Frozen Foods,92.3804,OUT010,1998,Medium,Tier 3,Grocery Store,-382.5955878255477
3208,FDP32,6.65,Low Fat,0.146740745,Fruits and Vegetables,125.5678,OUT010,1998,Medium,Tier 3,Grocery Store,67.69863430030887
3209,FDB60,12.695633368756642,Low Fat,0.049938496,Baking Goods,195.6136,OUT019,1985,Small,Tier 1,Grocery Store,1204.8317539658615
3210,NCQ30,7.725,Low Fat,0.029072283,Household,120.1414,OUT046,1997,Small,Tier 1,Supermarket Type1,1996.0915420418487
3211,FDD26,8.71,Regular,0.072267645,Canned,184.8924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2961.809254876231
3212,FDI44,16.1,Low Fat,0.100436145,Fruits and Vegetables,77.2328,OUT045,2002,Medium,Tier 2,Supermarket Type1,1278.2063225177894
3213,DRH23,14.65,Low Fat,0.170318251,Hard Drinks,56.1614,OUT046,1997,Small,Tier 1,Supermarket Type1,892.9531509199583
3214,FDO44,12.6,Low Fat,0.087453208,Fruits and Vegetables,110.0228,OUT046,1997,Small,Tier 1,Supermarket Type1,1814.2708436121288
3215,FDG04,13.1,Low Fat,0.006062712,Frozen Foods,187.3898,OUT046,1997,Small,Tier 1,Supermarket Type1,3055.241409170843
3216,FDM32,12.695633368756642,Low Fat,0.020505252,Fruits and Vegetables,91.483,OUT027,1985,Medium,Tier 3,Supermarket Type3,2958.5463762989516
3217,FDM09,11.15,Regular,0.085860034,Snack Foods,169.479,OUT013,1987,High,Tier 3,Supermarket Type1,2733.8861376962527
3218,FDZ47,20.7,Regular,0.079230482,Baking Goods,98.8042,OUT013,1987,High,Tier 3,Supermarket Type1,1626.3755214781813
3219,FDM40,12.695633368756642,LF,0.159162446,Frozen Foods,143.1154,OUT027,1985,Medium,Tier 3,Supermarket Type3,3672.3026038398098
3220,FDY48,14.0,Low Fat,0.023869126,Baking Goods,101.5332,OUT017,2007,Medium,Tier 2,Supermarket Type1,1672.205338395831
3221,NCM30,19.1,Low Fat,0.067431883,Household,42.4796,OUT045,2002,Medium,Tier 2,Supermarket Type1,758.2612328108621
3222,FDX36,9.695,Regular,0.21471985,Baking Goods,225.9404,OUT010,1998,Medium,Tier 3,Grocery Store,1635.8285525871925
3223,DRF03,19.1,Low Fat,0.045564412,Dairy,39.1138,OUT017,2007,Medium,Tier 2,Supermarket Type1,678.1174328869524
3224,FDN51,17.85,Regular,0.020979394,Meat,259.7936,OUT049,1999,Medium,Tier 1,Supermarket Type1,4171.020619177934
3225,FDM57,11.65,Regular,0.075967092,Snack Foods,84.4908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1404.2339864199857
3226,FDB35,12.3,Regular,0.064719441,Starchy Foods,93.6804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1522.9667652270805
3227,FDY13,12.695633368756642,Low Fat,0.029981513,Canned,77.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2724.22259071491
3228,FDA37,7.81,Regular,0.05553914,Canned,125.8046,OUT017,2007,Medium,Tier 2,Supermarket Type1,2058.958695027469
3229,NCX53,20.1,Low Fat,0.015022332,Health and Hygiene,142.1154,OUT017,2007,Medium,Tier 2,Supermarket Type1,2333.795612127025
3230,FDD59,10.5,Regular,0.066450399,Starchy Foods,80.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,1042.9585065469096
3231,FDX10,12.695633368756642,Regular,0.216601163,Snack Foods,36.7874,OUT019,1985,Small,Tier 1,Grocery Store,-1314.8536918834482
3232,FDC03,8.575,Regular,0.072139167,Dairy,195.5794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2856.9355803671865
3233,FDW43,20.1,Regular,0.022420996,Fruits and Vegetables,226.2036,OUT035,2004,Small,Tier 2,Supermarket Type1,3731.1686201541993
3234,FDW10,21.2,Low Fat,0.070676281,Snack Foods,176.337,OUT046,1997,Small,Tier 1,Supermarket Type1,2879.348701963286
3235,FDY14,12.695633368756642,Low Fat,0.069701022,Dairy,262.9226,OUT027,1985,Medium,Tier 3,Supermarket Type3,5617.0454883797265
3236,FDV43,16.0,Low Fat,0.077011493,Fruits and Vegetables,45.1086,OUT045,2002,Medium,Tier 2,Supermarket Type1,782.9287604982874
3237,FDO40,17.1,Low Fat,0.032600958,Frozen Foods,150.4392,OUT013,1987,High,Tier 3,Supermarket Type1,2427.4700524203017
3238,FDP46,12.695633368756642,Low Fat,0.074254285,Snack Foods,91.083,OUT027,1985,Medium,Tier 3,Supermarket Type3,2930.1455643722306
3239,NCE43,12.695633368756642,Low Fat,0.181114059,Household,168.8448,OUT019,1985,Small,Tier 1,Grocery Store,752.5117452577729
3240,FDD05,19.35,Low Fat,0.016608334,Frozen Foods,120.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,2023.458964067022
3241,FDJ60,19.35,Regular,0.104659766,Baking Goods,165.9184,OUT010,1998,Medium,Tier 3,Grocery Store,755.8096746801943
3242,DRE27,11.85,low fat,0.133211023,Dairy,95.8726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.0539978121042
3243,FDO11,8.0,Regular,0.030259174,Breads,250.6092,OUT035,2004,Small,Tier 2,Supermarket Type1,4060.6795653181966
3244,DRG11,12.695633368756642,Low Fat,0.083432299,Hard Drinks,107.4596,OUT027,1985,Medium,Tier 3,Supermarket Type3,3139.553033606119
3245,FDK33,17.85,Low Fat,0.018805505,Snack Foods,214.956,OUT010,1998,Medium,Tier 3,Grocery Store,1546.608353126529
3246,DRM23,16.6,Low Fat,0.136008489,Hard Drinks,170.4422,OUT045,2002,Medium,Tier 2,Supermarket Type1,2685.435112517883
3247,FDJ02,12.695633368756642,Regular,0.02504491,Canned,146.1418,OUT027,1985,Medium,Tier 3,Supermarket Type3,3829.1352349189096
3248,NCZ05,8.485,Low Fat,0.0582501,Health and Hygiene,104.399,OUT045,2002,Medium,Tier 2,Supermarket Type1,1702.1007943914424
3249,NCL30,18.1,Low Fat,0.048899701,Household,126.3336,OUT013,1987,High,Tier 3,Supermarket Type1,2060.632645955465
3250,FDZ19,6.425,Low Fat,0.093835595,Fruits and Vegetables,174.2712,OUT018,2009,Medium,Tier 3,Supermarket Type2,2494.7938102191947
3251,FDM45,8.655,Regular,0.088331849,Snack Foods,120.8756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1965.5586963109595
3252,FDO36,19.7,Low Fat,0.0,Baking Goods,178.666,OUT046,1997,Small,Tier 1,Supermarket Type1,2926.2518661272056
3253,NCK31,10.895,Low Fat,0.027102628,Others,50.7666,OUT045,2002,Medium,Tier 2,Supermarket Type1,865.7756246937474
3254,DRJ37,10.8,Low Fat,0.061225298,Soft Drinks,153.4024,OUT045,2002,Medium,Tier 2,Supermarket Type1,2444.8061951956875
3255,FDP24,20.6,Low Fat,0.083342202,Baking Goods,120.1756,OUT018,2009,Medium,Tier 3,Supermarket Type2,1658.1428184764336
3256,FDF46,7.07,LF,0.093593225,Snack Foods,115.1834,OUT013,1987,High,Tier 3,Supermarket Type1,1810.4441932597028
3257,FDX46,12.695633368756642,Regular,0.101754942,Snack Foods,58.5562,OUT019,1985,Small,Tier 1,Grocery Store,-924.6511744161608
3258,NCL18,18.85,Low Fat,0.167923755,Household,193.7136,OUT045,2002,Medium,Tier 2,Supermarket Type1,3092.7280102650952
3259,FDJ26,15.3,Regular,0.084694653,Canned,212.7218,OUT013,1987,High,Tier 3,Supermarket Type1,3404.731318819941
3260,FDJ07,7.26,Low Fat,0.014452774,Meat,115.015,OUT045,2002,Medium,Tier 2,Supermarket Type1,1869.962071163338
3261,FDY15,18.25,Regular,0.170685888,Dairy,155.163,OUT013,1987,High,Tier 3,Supermarket Type1,2470.2706313310023
3262,DRG01,14.8,Low Fat,0.044969294,Soft Drinks,74.867,OUT045,2002,Medium,Tier 2,Supermarket Type1,1224.4233774095528
3263,FDF58,13.3,Low Fat,0.009600586,Snack Foods,64.951,OUT045,2002,Medium,Tier 2,Supermarket Type1,1118.5441230288525
3264,FDZ14,12.695633368756642,Regular,0.083321663,Dairy,121.4756,OUT019,1985,Small,Tier 1,Grocery Store,56.14224601037813
3265,FDP31,21.1,Regular,0.161756055,Fruits and Vegetables,65.7168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1089.814651869654
3266,FDH45,15.1,Regular,0.1055789,Fruits and Vegetables,42.4796,OUT013,1987,High,Tier 3,Supermarket Type1,736.2655862271349
3267,FDA09,13.35,Regular,0.250008736,Snack Foods,178.366,OUT010,1998,Medium,Tier 3,Grocery Store,896.4664058586304
3268,FDW31,11.35,Regular,0.043149943,Fruits and Vegetables,198.5742,OUT035,2004,Small,Tier 2,Supermarket Type1,3272.561025478571
3269,FDA57,18.85,Low Fat,0.039643601,Snack Foods,41.448,OUT046,1997,Small,Tier 1,Supermarket Type1,768.0538927598054
3270,NCE55,8.92,Low Fat,0.129903926,Household,176.637,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.441248991096
3271,FDC17,12.695633368756642,Low Fat,0.027069736,Frozen Foods,212.3928,OUT019,1985,Small,Tier 1,Grocery Store,1484.3616334386575
3272,FDC59,16.7,Regular,0.054583442,Starchy Foods,64.6168,OUT013,1987,High,Tier 3,Supermarket Type1,1077.2110441791938
3273,FDA22,7.435,Low Fat,0.084382084,Starchy Foods,167.9158,OUT013,1987,High,Tier 3,Supermarket Type1,2641.944481729672
3274,FDK52,18.25,Low Fat,0.079203863,Frozen Foods,224.9062,OUT035,2004,Small,Tier 2,Supermarket Type1,3643.966151433912
3275,NCM26,20.5,Low Fat,0.023143199,Others,152.934,OUT046,1997,Small,Tier 1,Supermarket Type1,2511.959968685066
3276,NCT53,5.4,Low Fat,0.048107159,Health and Hygiene,166.3526,OUT035,2004,Small,Tier 2,Supermarket Type1,2716.5424276440976
3277,FDW45,18.0,Low Fat,0.039169904,Snack Foods,149.0418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2142.2530481415315
3278,NCI18,18.35,Low Fat,0.014021376,Household,222.5746,OUT035,2004,Small,Tier 2,Supermarket Type1,3651.838335369273
3279,FDE38,6.52,Low Fat,0.044788872,Canned,164.0842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2339.024140885475
3280,FDF08,12.695633368756642,Regular,0.114170018,Fruits and Vegetables,89.1856,OUT019,1985,Small,Tier 1,Grocery Store,-448.8177799993266
3281,FDY58,11.65,Low Fat,0.066815522,Snack Foods,229.6694,OUT010,1998,Medium,Tier 3,Grocery Store,1746.6616021600744
3282,FDF58,12.695633368756642,Low Fat,0.016775365,Snack Foods,63.451,OUT019,1985,Small,Tier 1,Grocery Store,-841.919710679816
3283,FDX39,14.3,Regular,0.049957145,Meat,210.0586,OUT017,2007,Medium,Tier 2,Supermarket Type1,3391.2947685649165
3284,FDB44,6.655,Low Fat,0.016985198,Fruits and Vegetables,211.0586,OUT049,1999,Medium,Tier 1,Supermarket Type1,3379.1107998269604
3285,FDF28,15.7,Regular,0.037833211,Frozen Foods,126.1046,OUT013,1987,High,Tier 3,Supermarket Type1,2070.063364489496
3286,FDE39,7.89,Low Fat,0.036104434,Dairy,117.1782,OUT013,1987,High,Tier 3,Supermarket Type1,1881.25109276384
3287,FDT37,14.15,Low Fat,0.035413843,Canned,253.0014,OUT018,2009,Medium,Tier 3,Supermarket Type2,3754.143113088457
3288,FDZ45,14.1,Low Fat,0.06725426,Snack Foods,199.0084,OUT017,2007,Medium,Tier 2,Supermarket Type1,3202.851375564334
3289,FDO40,17.1,Low Fat,0.032621941,Frozen Foods,150.9392,OUT035,2004,Small,Tier 2,Supermarket Type1,2498.8482980038034
3290,FDM57,12.695633368756642,Regular,0.075481864,Snack Foods,85.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,2869.9285003804175
3291,DRG36,14.15,Low Fat,0.095917719,Soft Drinks,171.8106,OUT017,2007,Medium,Tier 2,Supermarket Type1,2725.6154323636515
3292,FDY36,12.3,Low Fat,0.015751294,Baking Goods,71.638,OUT010,1998,Medium,Tier 3,Grocery Store,-731.1978838344916
3293,DRL60,12.695633368756642,LF,0.026928324,Soft Drinks,151.6682,OUT027,1985,Medium,Tier 3,Supermarket Type3,3834.555461666019
3294,FDS25,12.695633368756642,Regular,0.245136905,Canned,110.8228,OUT019,1985,Small,Tier 1,Grocery Store,-179.9013728216671
3295,DRF49,12.695633368756642,Low Fat,0.070733741,Soft Drinks,112.0518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3223.3294365269644
3296,FDP16,18.6,Low Fat,0.039374545,Frozen Foods,245.5802,OUT045,2002,Medium,Tier 2,Supermarket Type1,3944.205813088917
3297,FDS60,20.85,Low Fat,0.032498972,Baking Goods,181.266,OUT049,1999,Medium,Tier 1,Supermarket Type1,2913.586387317417
3298,FDU15,12.695633368756642,Regular,0.026473267,Meat,37.9532,OUT027,1985,Medium,Tier 3,Supermarket Type3,2122.2605439465315
3299,FDK43,9.8,LF,0.026840766,Meat,126.902,OUT046,1997,Small,Tier 1,Supermarket Type1,2047.934695122105
3300,FDN25,7.895,Regular,0.061175535,Breakfast,58.6588,OUT046,1997,Small,Tier 1,Supermarket Type1,1005.9814134236208
3301,FDE53,10.895,Low Fat,0.026921951,Frozen Foods,104.928,OUT049,1999,Medium,Tier 1,Supermarket Type1,1704.5065662029365
3302,FDB22,8.02,Low Fat,0.111347923,Snack Foods,155.6998,OUT013,1987,High,Tier 3,Supermarket Type1,2471.2806490347234
3303,FDE39,7.89,Low Fat,0.036338895,Dairy,119.5782,OUT017,2007,Medium,Tier 2,Supermarket Type1,1940.411668811681
